,Bike ID,DT Length,HT Length,HT Angle,HT LX,Stack,ST Length,ST Angle,Seatpost LENGTH,Saddle height,Stem length,Stem angle,Headset spacers,Crank length,Handlebar style
35,47,643.894,140.0,74.0,44.0,565.6,540.0,74.0,250.0,705.0,100.0,-16.0,15.0,175.0,2
36,48,602.132,142.0,53.47582,31.7,565.6,500.0,56.97582,300.0,570.0,50.0,35.0,0.0,170.0,1
37,49,656.339,145.0,73.0,54.800000000000004,565.6,516.9,74.0,300.0,718.0,100.0,-5.0,10.0,172.5,1
38,50,653.639,145.0,73.0,49.9,565.6,515.0,74.0,300.0,718.0,100.0,-5.0,10.0,172.5,2
39,51,674.4989999999999,145.0,76.5,52.0,565.6,515.2,74.0,350.0,735.0,100.0,-5.0,10.0,172.5,0
40,52,653.639,145.0,73.0,49.9,565.6,515.0,74.0000202554444,300.0,718.0,100.0,-5.0,10.0,172.5,2
41,53,653.639,145.0,73.0,49.9,565.6,515.0,74.0000202554444,300.0,718.0,100.0,-5.0,10.0,172.5,2
42,54,653.639,145.0,73.0,49.9,565.6,515.0,74.0,300.0,718.0,100.0,-5.0,10.0,174.5,2
43,55,653.639,145.0,73.0,49.9,565.6,515.0,74.0,300.0,718.0,100.0,-5.0,10.0,172.5,2
44,56,656.339,145.0,73.0,54.800000000000004,565.6,521.5,74.0,300.0,718.0,150.5,150.0,10.0,172.5,1
45,58,617.439,115.0,72.5,50.3,565.6,290.9,74.0,115.0,365.0,45.0,-5.0,7.0,175.0,1
46,59,634.375,99.8,72.0,39.699999999999996,565.6,500.0,74.0,330.0,600.0,110.0,-10.0,50.0,167.0,1
47,60,634.375,99.8,72.0,39.699999999999996,565.6,500.0,74.0,330.0,600.0,110.0,-10.0,50.0,167.0,1
48,61,633.134,99.8,72.0,39.6,565.6,500.0,74.0,330.0,600.0,110.0,-10.0,50.0,167.0,1
49,62,740.423,130.0,72.0,40.0,565.6,535.0,73.0,400.0,760.0,80.0,-10.0,10.0,172.5,1
50,63,649.558,170.6,72.0,47.6,565.6,567.0,74.0,300.0,718.0,100.0,-5.0,10.0,170.0,1
51,64,616.975,114.4,71.5,45.400000000000006,565.6,291.1,74.0,115.0,365.0,45.0,-5.0,7.0,175.0,1
52,65,654.201,127.7,73.0,46.699999999999996,565.6,582.5,74.0000202554444,330.0,755.0,100.0,-5.0,0.0,172.5,0
53,66,541.8389999999999,92.2,72.0,49.4,565.6,429.0,71.99999647998123,200.0,612.0,100.0,-10.0,10.0,135.0,0
54,67,541.8389999999999,92.2,72.0,49.4,565.6,429.0,71.99999647998123,200.0,612.0,100.0,-10.0,10.0,135.0,0
55,69,648.309,110.7,73.5,45.400000000000006,565.6,550.0,74.49998322747555,300.0,764.0,100.0,-4.0,20.0,165.0,0
56,70,512.101,300.0,74.0,33.7,565.6,485.8,72.1,200.0,618.0,100.0,-5.0,10.0,165.0,1
57,71,633.851,150.79999999999998,72.5,30.700000000000003,565.6,547.6999999999999,73.0,330.0,724.0,110.0,-13.0,30.0,170.0,0
58,72,658.131,194.5,74.0,37.199999999999996,565.6,630.0,70.0,300.0,810.0,90.0,-16.0,50.0,175.0,0
59,73,655.4290000000001,205.3,73.5,47.800000000000004,565.6,578.0,72.5,350.0,815.0,120.0,-0.0,30.0,190.0,0
60,74,664.206,213.0,72.5,49.6,565.6,605.0,73.5,300.0,815.0,100.0,6.0,25.0,172.5,1
61,75,702.286,161.70000000000002,72.0,52.5,565.6,580.0,73.0,400.0,760.0,100.0,6.0,20.0,175.0,1
62,76,666.72,159.8,71.0,42.0,565.6,524.4,74.0,300.0,710.0,75.0,-20.0,20.0,175.0,0
63,77,615.054,126.8,73.0,50.0,565.6,520.0,71.00001324013941,220.0,690.0,40.0,0.0,0.0,152.0,1
64,78,634.679,157.0,74.0,40.0,565.6,580.0,74.49998322747555,300.0,730.0,110.0,-7.0,12.0,170.0,0
65,79,633.597,134.7,73.0,40.0,565.6,570.0,74.0000202554444,300.0,730.0,55.0,0.0,12.0,170.0,1
66,80,692.788,110.0,73.5,70.0,565.6,430.0,75.50002376309689,300.0,718.0,100.0,5.0,30.0,172.5,1
67,81,717.3009999999999,190.0,72.0,59.2,565.6,600.0,72.99997971982306,330.0,760.0,100.0,-6.0,10.0,172.5,1
68,82,707.433,170.0,71.5,59.2,565.6,570.0,72.99997971982306,330.0,705.0,90.0,-6.0,10.0,172.5,1
69,83,694.412,150.0,71.5,59.2,565.6,540.0,72.99997971982306,330.0,685.0,90.0,-6.0,10.0,172.5,1
70,84,684.38,150.0,70.0,48.0,565.6,505.0,72.5,400.0,730.0,80.0,6.0,20.0,175.0,1
71,85,654.7199999999999,110.0,69.5,50.0,565.6,300.0,73.0,300.0,380.0,30.0,5.0,10.0,172.5,1
72,86,676.5120000000001,165.0,70.5,48.0,565.6,505.0,72.50001674779189,400.0,730.0,80.0,6.0,20.0,170.0,1
73,87,681.273,150.0,68.5,55.0,565.6,505.0,72.5,400.0,730.0,65.0,0.0,20.0,175.0,1
74,88,721.182,125.0,71.0,60.5,565.6,505.0,73.5,400.0,735.0,80.0,-6.0,5.0,175.0,1
75,89,707.433,170.0,71.5,59.2,565.6,570.0,72.99997971982306,330.0,730.0,90.0,-6.0,10.0,172.5,1
76,90,684.163,150.0,70.5,48.0,565.6,505.0,72.5,400.0,720.0,90.0,6.0,20.0,172.0,1
77,91,673.9849999999999,145.0,70.0,60.0,565.6,480.0,72.99997971982306,400.0,700.0,90.0,6.0,15.0,172.0,1
78,92,653.639,145.0,73.0,49.9,565.6,515.1,74.0,300.0,718.0,100.0,-5.0,10.0,172.5,1
79,93,658.141,179.79999999999998,73.0,47.9,565.6,573.9,73.0,300.0,751.0,110.0,-6.0,0.0,172.5,0
80,94,701.09,165.0,70.5,60.0,565.6,520.0,72.50001674779189,400.0,735.0,100.0,6.0,20.0,172.0,1
81,95,745.232,135.0,71.0,60.0,565.6,520.0,73.5,400.0,745.0,80.0,0.0,10.0,172.0,1
82,96,669.791,220.4,73.0,48.4,565.6,585.4,74.0,300.0,718.0,100.0,-5.0,10.0,172.5,0
83,97,720.697,125.0,70.0,60.0,565.6,520.0,73.5,400.0,745.0,70.0,0.0,10.0,172.0,1
84,98,633.7850000000001,144.2,72.5,30.700000000000003,565.6,547.5,73.0,330.0,724.0,110.0,-13.0,30.0,170.0,0
85,99,654.0930000000001,132.39999999999998,73.5,21.7,565.6,590.3000000000001,73.0,200.0,718.0,110.0,-10.0,10.0,172.5,0
86,100,656.339,145.0,73.0,54.800000000000004,565.6,521.5,74.0,300.0,718.0,60.0,-5.0,10.0,172.5,1
87,101,684.298,145.0,70.0,62.199999999999996,565.6,619.9,70.0,250.0,750.0,140.0,0.0,0.0,175.0,0
88,102,515.196,102.5,72.0,49.5,565.6,432.09999999999997,71.99999647998123,200.0,612.0,100.0,-10.0,10.0,135.0,0
89,103,653.639,145.0,73.0,49.9,565.6,515.1,74.0,20.0,578.0,100.0,-5.0,10.0,172.5,1
90,104,699.25,144.6,77.0,44.8,565.6,612.3,75.0,300.0,718.0,100.0,5.0,10.0,172.5,0
91,105,661.363,145.0,73.0,63.8,565.6,528.3,74.0,300.0,718.0,100.0,-5.0,10.0,172.5,0
92,106,633.267,123.8,74.0,44.0,565.6,500.0,74.0,250.0,605.0,75.0,-10.0,15.0,172.5,1
93,107,666.963,268.5,75.0,44.8,565.6,612.3,75.0,300.0,718.0,100.0,5.0,10.0,172.5,0
94,108,581.696,267.29999999999995,72.0,44.0,565.6,420.0,72.0,250.0,695.0,60.0,4.0,40.0,172.5,2
95,111,664.342,150.7,73.0,51.3,565.6,585.0,72.99997971982306,350.0,724.0,115.0,-15.0,0.0,172.5,0
96,112,654.0930000000001,132.39999999999998,73.5,21.7,565.6,590.3000000000001,73.0,200.0,718.0,110.0,-10.0,10.0,172.5,0
97,113,651.01,186.0,76.0,43.1,565.6,611.9,73.5,300.0,808.0,100.0,-20.0,10.0,170.0,0
98,114,607.482,105.0,71.5,48.0,565.6,305.0,72.0,100.0,380.0,55.0,-5.0,10.0,172.5,1
99,115,638.61,109.8,73.0,47.7,565.6,558.5,74.0,330.0,731.0,80.0,-6.0,10.0,170.0,0
100,116,607.482,105.0,71.5,48.0,565.6,305.0,72.0,100.0,380.0,55.0,-5.0,10.0,172.5,1
101,117,696.29,230.0,73.0,49.9,565.6,680.0,73.0,300.0,901.0,100.0,-5.0,10.0,172.5,0
102,118,579.669,110.0,72.5,43.1,565.6,244.4,74.0,100.0,300.0,30.0,0.0,0.0,172.5,1
103,119,653.639,145.0,73.0,49.9,565.6,515.0,74.0,300.0,695.0,100.0,-5.0,10.0,172.5,0
104,120,682.442,180.0,77.5,68.6,565.6,568.6999999999999,75.5,300.0,718.0,100.0,-5.0,10.0,172.5,2
105,121,677.858,261.40000000000003,73.0,49.9,565.6,680.0,73.0,300.0,901.0,100.0,-5.0,10.0,172.5,0
106,123,662.866,180.79999999999998,73.5,40.9,565.6,570.0,72.5,300.0,718.0,100.0,-5.0,10.0,172.5,0
107,124,656.83,151.10000000000002,73.0,55.800000000000004,565.6,532.5999999999999,73.0,310.0,718.0,100.0,-5.0,10.0,172.5,0
108,125,708.724,117.3,71.0,55.599999999999994,565.6,510.0,74.49998322747555,330.0,770.0,110.0,-17.0,0.0,175.0,1
109,126,572.8069999999999,85.3,63.0,62.4,565.6,537.0,58.5,300.0,718.0,100.0,-5.0,10.0,172.5,2
110,127,649.3299999999999,150.4,73.0,55.800000000000004,565.6,532.5999999999999,73.0,310.0,725.0,100.0,6.0,0.0,170.0,0
111,128,664.2439999999999,148.10000000000002,72.0,34.7,565.6,593.9,72.0,230.0,780.0,110.0,-6.0,10.0,175.0,0
112,129,653.639,125.0,73.0,49.9,565.6,474.7,74.49998322747555,300.0,671.0,100.0,-5.0,10.0,170.0,0
113,130,698.784,120.0,70.5,54.0,565.6,320.0,73.5,100.0,400.0,45.0,10.0,15.0,175.0,1
114,131,664.206,213.0,72.5,49.6,565.6,605.0,73.5,300.0,815.0,100.0,6.0,25.0,172.5,1
115,132,523.1759999999999,110.0,74.5,35.3,565.6,170.0,75.99998673512805,100.0,240.0,90.0,10.0,9.0,160.0,1
116,133,587.486,156.1,74.0,40.0,565.6,545.0,75.0,300.0,695.0,100.0,-20.0,10.0,165.0,2
117,134,630.675,121.30000000000001,72.0,35.3,565.6,534.1,74.0,300.0,725.0,100.0,-6.0,30.0,175.0,1
118,135,626.198,115.0,68.5,46.9,565.6,300.5,74.0000202554444,200.0,380.0,50.0,-5.0,10.0,172.5,1
119,136,628.323,120.1,73.0,41.0,565.6,545.6,74.0,330.0,700.0,120.0,-6.0,15.0,165.0,0
120,137,685.59,200.0,77.5,73.89999999999999,565.6,585.8,75.5,300.0,718.0,100.0,-5.0,10.0,172.5,2
121,138,508.89399999999995,89.80000000000001,75.5,44.4,565.6,157.20000000000002,70.0,150.0,250.0,50.0,-5.0,10.0,175.0,1
122,139,638.831,138.3,73.0,22.0,565.6,576.5,74.0,300.0,718.0,100.0,-5.0,10.0,172.5,0
123,140,750.637,110.0,72.0,60.5,565.6,485.0,73.0,400.0,735.0,80.0,-6.0,5.0,175.0,1
124,141,658.308,110.0,71.5,50.1,565.6,518.4,74.49998322747555,300.0,689.0,100.0,-5.0,10.0,170.0,0
125,142,627.831,41.099999999999994,75.0,49.9,565.6,514.5999999999999,74.0,280.0,718.0,100.0,-5.0,20.0,175.0,0
126,143,639.401,115.0,69.5,45.699999999999996,565.6,300.20000000000005,73.49999998763374,300.0,390.0,45.0,15.0,10.0,172.5,1
127,144,650.9789999999999,115.0,70.0,45.5,565.6,301.59999999999997,71.5,300.0,375.0,50.0,8.0,10.0,172.5,1
128,145,602.118,106.0,73.0,52.5,565.6,510.0,72.0,200.0,689.0,100.0,-5.0,10.0,172.5,0
129,146,650.9789999999999,115.0,70.0,45.5,565.6,301.59999999999997,71.5,300.0,375.0,50.0,8.0,10.0,172.5,1
130,147,657.006,110.60000000000001,73.0,49.3,565.6,520.0,72.5,300.0,763.0,110.0,-17.0,10.0,172.5,0
131,148,648.3879999999999,300.0,74.0,49.9,565.6,640.0,73.0,300.0,870.0,110.0,-5.0,10.0,210.0,0
132,149,627.497,127.3,74.0,51.9,565.6,476.0,71.99999647998123,300.0,689.0,100.0,-5.0,10.0,172.5,0
133,150,657.558,150.0,73.0,48.300000000000004,565.6,540.0,72.5,300.0,760.0,110.0,-17.0,10.0,172.5,0
134,151,686.564,155.70000000000002,71.25,60.0,565.6,600.0,74.0000202554444,330.0,770.0,110.0,-17.0,0.5,175.0,0
135,152,672.7189999999999,135.0,68.0,48.0,565.6,480.0,72.99997971982306,400.0,720.0,80.0,6.0,20.0,172.0,1
136,153,653.639,145.0,73.0,49.9,565.6,515.0,74.0,300.0,718.0,100.0,-5.0,10.0,172.5,0
137,154,657.558,150.0,73.0,48.300000000000004,565.6,540.0,72.5,300.0,760.0,110.0,-17.0,10.0,172.5,0
138,155,644.601,145.0,71.5,49.0,565.6,612.9,75.0,300.0,738.0,80.0,-15.0,10.0,172.5,0
139,156,653.301,124.8,69.0,49.0,565.6,341.4,72.5,250.0,458.0,50.0,15.0,10.0,172.5,1
140,157,666.292,300.0,74.0,49.9,565.6,630.0,73.0,300.0,870.0,100.0,-5.0,10.0,210.0,0
141,159,653.8530000000001,249.0,73.0,65.9,565.6,647.0,73.0,300.0,830.0,70.0,0.0,40.0,172.5,1
142,160,653.31,152.5,73.0,49.3,565.6,515.0,74.0000202554444,300.0,718.0,100.0,-5.0,10.0,172.5,0
143,161,669.158,176.1,73.0,48.0,565.6,614.1,73.5,300.0,718.0,100.0,-5.0,10.0,172.5,0
144,162,653.3149999999999,96.0,73.5,21.7,565.6,550.0,73.0,350.0,772.0,110.0,-10.0,30.0,172.5,0
145,163,661.395,159.89999999999998,73.75,55.5,565.6,575.0,72.99997971982306,300.0,750.0,110.0,-10.0,0.0,172.5,0
146,165,599.031,145.0,73.0,50.8,565.6,514.8000000000001,74.0,300.0,718.0,100.0,-5.0,10.0,172.5,1
147,166,509.99399999999997,96.3,72.5,31.9,565.6,205.5,70.0,150.0,270.0,45.0,0.0,10.0,165.0,1
148,167,594.1260000000001,119.3,73.0,57.6,565.6,290.0,72.5,300.0,340.0,50.0,-5.0,10.0,170.0,1
149,168,689.458,120.0,70.0,46.4,565.6,533.0,72.99997971982306,330.0,718.0,135.0,0.0,10.0,170.0,1
150,169,635.14,129.89999999999998,72.0,50.6,565.6,557.2,73.5,300.0,718.0,100.0,-5.0,10.0,172.5,0
151,170,581.2310000000001,105.0,71.5,36.900000000000006,565.6,293.7,74.0,300.0,360.0,35.0,0.0,20.0,165.0,1
152,172,643.6370000000001,125.0,71.5,49.099999999999994,565.6,520.0,74.2,300.0,696.0,110.0,-17.0,0.0,172.5,0
153,173,641.2860000000001,159.3,67.0,49.9,565.6,515.2,77.0,250.0,684.0,50.0,-10.0,10.0,172.5,1
154,174,712.723,95.60000000000001,78.5,105.30000000000001,565.6,428.0,73.49999998763374,300.0,718.0,100.0,-5.0,10.0,172.5,1
155,175,645.7969999999999,124.0,73.0,46.9,565.6,556.8,74.0000202554444,330.0,724.0,80.0,0.0,10.0,170.0,0
156,176,613.897,140.0,71.0,61.0,565.6,450.0,72.0,300.0,718.0,100.0,50.0,10.0,172.5,1
157,178,653.639,145.0,73.0,49.9,565.6,515.0,74.0000202554444,300.0,718.0,100.0,-5.0,10.0,172.5,0
158,179,616.974,116.6,70.0,43.5,565.6,460.0,74.5,300.0,678.0,90.0,30.0,50.0,170.0,0
159,180,639.004,125.0,71.0,48.599999999999994,565.6,306.09999999999997,72.0,300.0,395.0,40.0,5.0,10.0,172.5,1
160,181,573.821,97.69999999999999,71.5,36.0,565.6,294.70000000000005,74.0,300.0,360.0,45.0,0.0,20.0,165.0,1
161,182,531.594,100.3,72.5,30.8,565.6,206.8,74.6,150.0,270.0,45.0,0.0,12.0,165.0,1
162,183,586.385,110.0,71.5,47.0,565.6,220.4,75.99998673512805,200.0,318.0,90.0,10.0,10.0,175.0,1
163,184,643.969,201.0,71.5,45.6,565.6,597.4000000000001,73.0,300.0,753.0,90.0,7.0,25.0,172.5,0
164,185,658.141,178.7,73.0,47.9,565.6,597.0999999999999,73.0,300.0,718.0,100.0,-5.0,0.0,172.5,0
165,186,684.151,122.0,77.5,58.4,565.6,584.5,75.5,300.0,718.0,100.0,-5.0,10.0,172.5,0
166,187,684.151,122.0,77.5,58.4,565.6,584.5,75.5,300.0,718.0,100.0,-5.0,10.0,172.5,0
167,190,639.85,125.0,70.0,48.2,565.6,306.4,72.0,300.0,395.0,40.0,5.0,10.0,172.5,1
168,191,662.51,155.4,73.0,42.4,565.6,730.0,73.5,300.0,780.0,100.0,-5.0,0.0,172.5,0
169,192,656.744,170.0,73.0,44.900000000000006,565.6,730.0,73.5,300.0,795.0,105.0,-6.0,0.0,172.5,0
170,193,716.7529999999999,124.0,70.5,55.0,565.6,482.59999999999997,73.0,330.0,733.0,90.0,10.0,15.0,172.5,0
171,194,638.357,230.0,73.0,60.0,565.6,667.0,74.0,300.0,804.0,100.0,-5.0,10.0,172.5,1
172,196,647.208,230.0,73.0,75.0,565.6,632.0,74.0,300.0,804.0,100.0,-5.0,10.0,172.5,1
173,197,554.6940000000001,150.0,75.0,70.0,565.6,300.0,74.0000202554444,150.0,718.0,50.0,1.0,10.0,175.5,1
174,198,577.677,177.4,75.0,110.5,565.6,350.0,74.0000202554444,150.0,718.0,50.0,1.0,10.0,170.0,1
175,200,714.075,222.39999999999998,73.0,48.5,565.6,900.0,74.0,300.0,897.0,120.0,-10.0,10.0,172.5,0
176,201,625.559,123.89999999999999,73.0,38.699999999999996,565.6,549.9000000000001,75.0,300.0,724.0,70.0,-5.0,30.0,165.0,1
177,202,656.744,170.0,73.0,44.900000000000006,565.6,730.0,73.5,300.0,795.0,105.0,-6.0,0.0,172.5,0
178,203,599.764,170.0,70.0,56.800000000000004,565.6,532.0,76.0,300.0,684.0,50.0,-5.0,10.0,172.5,1
179,204,527.8230000000001,114.5,78.0,44.6,565.6,185.0,78.0,150.0,260.0,70.0,20.0,20.0,145.0,1
180,205,662.4499999999999,145.0,74.5,50.5,565.6,589.1999999999999,76.0,300.0,718.0,100.0,-5.0,10.0,172.5,0
181,206,698.1579999999999,120.2,68.5,46.199999999999996,565.6,467.9,73.0,300.0,753.0,90.0,0.0,20.0,175.0,1
182,207,548.473,150.0,75.0,55.0,565.6,300.0,74.0000202554444,150.0,718.0,50.0,1.0,10.0,170.0,1
183,208,716.059,100.0,71.0,51.4,565.6,432.0,72.99997971982306,300.0,715.0,100.0,-5.0,5.0,175.0,0
184,209,619.106,120.6,71.0,50.8,565.6,533.5,73.0,300.0,660.0,80.0,8.0,38.0,170.0,0
185,210,606.753,100.0,74.0,38.6,565.6,248.0,75.0,300.0,718.0,100.0,-5.0,10.0,175.0,0
186,211,721.017,100.0,71.0,51.6,565.6,432.0,72.99997971982306,300.0,715.0,100.0,-5.0,5.0,175.0,0
187,212,648.08,153.6,71.0,50.0,565.6,590.0,73.0,220.0,690.0,120.0,17.0,0.0,175.0,1
188,213,625.591,118.6,72.0,42.2,565.6,590.7,74.5,50.0,667.0,100.0,-6.0,10.0,172.5,0
189,214,626.3689999999999,122.30000000000001,71.0,41.099999999999994,565.6,590.7,74.5,50.0,667.0,70.0,-6.0,10.0,172.5,0
190,215,664.043,125.7,71.0,56.7,565.6,321.79999999999995,72.5,300.0,380.0,30.0,5.0,10.0,172.5,1
191,216,639.443,180.0,76.0,41.8,565.6,614.0,73.0,300.0,770.0,100.0,-20.0,0.0,172.5,0
192,217,607.482,105.0,71.5,48.0,565.6,305.0,71.99999647998123,100.0,380.0,46.0,4.0,10.0,170.0,1
193,218,633.803,108.3,70.5,43.1,565.6,479.1,74.0000202554444,300.0,615.0,70.0,-7.0,15.0,165.0,0
194,219,661.208,145.0,73.0,49.099999999999994,565.6,515.1,74.0,300.0,718.0,100.0,-25.0,10.0,172.5,0
195,220,559.287,97.69999999999999,69.0,36.0,565.6,294.70000000000005,74.0,300.0,360.0,45.0,0.0,20.0,165.0,1
196,221,653.639,145.0,73.0,49.9,565.6,515.0,74.0000202554444,300.0,718.0,100.0,-5.0,10.0,172.5,0
197,222,647.62,145.0,72.0,49.3,565.6,513.2,74.49998322747555,300.0,718.0,100.0,-5.0,10.0,172.5,1
198,223,650.167,177.7,73.0,35.0,565.6,539.0,75.50002376309689,300.0,748.0,110.0,-6.0,23.0,170.0,0
199,224,628.736,91.1,72.0,42.2,565.6,535.5999999999999,73.29998042135355,300.0,718.0,100.0,-5.0,10.0,172.5,0
200,225,639.5079999999999,120.0,72.0,42.1,565.6,297.4,72.50001674779189,300.0,718.0,100.0,-5.0,10.0,172.5,0
201,226,630.977,96.4,72.75,50.0,565.6,555.5,75.24998498130181,310.0,725.0,100.0,6.0,0.0,170.0,0
202,227,520.1759999999999,110.0,75.0,36.0,565.6,251.2,71.00001324013941,100.0,380.0,43.0,-0.0,5.0,175.0,1
203,228,618.746,94.2,73.0,41.5,565.6,525.5999999999999,74.0000202554444,300.0,627.0,100.0,-5.0,10.0,172.5,0
204,230,660.0319999999999,175.4,72.5,39.199999999999996,565.6,556.9,74.0000202554444,330.0,760.0,100.0,30.0,25.0,172.5,0
205,231,703.409,111.0,68.0,50.7,565.6,354.4,74.49998322747555,100.0,425.0,30.0,0.0,15.0,175.0,1
206,232,637.873,102.0,72.75,49.0,565.6,552.1,75.24998498130181,300.0,662.0,100.0,-5.0,10.0,170.0,0
207,233,660.0319999999999,175.4,72.5,39.199999999999996,565.6,556.9,74.0000202554444,330.0,760.0,100.0,30.0,25.0,172.5,0
208,235,624.139,127.0,71.4621,51.7,565.6,530.0,71.46210370191241,300.0,700.0,90.0,-15.0,0.0,172.5,1
209,236,673.473,175.0,72.0,49.2,565.6,573.2,71.99999647998123,300.0,768.0,110.0,-6.0,10.0,172.5,0
210,237,655.763,200.0,72.5,47.1,565.6,541.0,72.99997971982306,300.0,768.0,110.0,-6.0,10.0,172.5,0
211,238,669.134,185.0,72.5,47.9,565.6,593.0,72.99997971982306,300.0,768.0,105.0,-6.0,15.0,172.5,0
212,239,580.6850000000001,97.69999999999999,70.0,36.0,565.6,294.70000000000005,72.99997971982306,300.0,360.0,45.0,0.0,20.0,165.0,1
213,241,616.9350000000001,138.5,75.0,39.4,565.6,571.2,74.49998322747555,300.0,718.0,110.0,-35.0,5.0,165.0,0
214,242,635.424,199.0,72.0,49.8,565.6,598.0999999999999,72.99997971982306,300.0,772.0,100.0,-5.0,10.0,172.5,0
215,243,669.134,185.0,72.5,47.9,565.6,593.0,72.99997971982306,300.0,768.0,105.0,-6.0,15.0,172.5,0
216,244,655.763,200.0,72.5,47.1,565.6,541.0,72.99997971982306,300.0,768.0,110.0,-6.0,10.0,172.5,0
217,245,673.473,175.0,72.0,49.2,565.6,573.2,71.99999647998123,300.0,768.0,110.0,-6.0,10.0,172.5,0
218,246,654.4069999999999,160.0,73.0,55.0,565.6,590.0,73.49999998763374,250.0,718.0,100.0,-5.0,4.0,172.5,0
